Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
1020,1,298.8,309.1,1439,39.2,104,0,0,0,0,0
5,0,298.9,309.2,1379,50.7,106,0,0,0,0,0
1021,1,298.8,309.1,1350,52.5,111,0,0,0,0,0
1022,1,298.8,309.1,1362,45.4,113,0,0,0,0,0
1023,1,298.8,309.1,1368,50.8,115,0,0,0,0,0
7018,2,298.8,309.1,1368,49.1,117,0,0,0,0,0
6,0,298.8,309.2,1372,48.5,120,0,0,0,0,0
7019,2,298.8,309.1,1472,47.5,125,0,0,0,0,0
1024,1,298.8,309.1,1489,49.1,128,0,0,0,0,0
7020,2,298.7,309.0,1843,25.8,130,0,0,0,0,0
1025,1,298.8,309.1,1418,46.3,133,0,0,0,0,0
7,0,298.8,309.2,1425,53.9,135,0,0,0,0,0
7021,2,298.9,309.2,1412,44.1,140,0,0,0,0,0
1026,1,298.9,309.1,2861,4.6,143,0,0,1,0,0
1027,1,298.9,309.1,1383,54.9,145,0,0,0,0,0
8,0,298.8,309.0,1497,43.8,147,0,0,0,0,0
1028,1,298.7,309.0,1565,35.1,152,0,0,0,0,0
1029,1,298.7,309.0,1691,30.1,154,0,0,0,0,0
1030,1,298.8,309.1,1512,40.7,156,0,0,0,0,0
1031,1,298.8,309.1,1477,42.4,158,0,0,0,0,0
1032,1,298.8,309.1,1513,40.3,160,0,0,0,0,0
7022,2,298.8,309.0,1661,29.5,162,0,0,0,0,0
1033,1,298.8,309.1,1378,54.4,165,0,0,0,0,0
1034,1,298.8,309.1,1393,52.6,167,0,0,0,0,0
7023,2,298.8,309.0,1592,38.2,169,0,0,0,0,0
1035,1,298.8,309.0,1829,22.9,172,0,0,0,0,0
7024,2,298.9,309.0,1812,25.9,174,0,0,0,0,0
1036,1,299.0,309.1,1523,38.6,177,0,0,0,0,0
1037,1,299.0,309.1,1394,45.1,179,0,0,0,0,0
7025,2,298.9,308.9,1679,28.7,181,0,0,0,0,0
9,0,298.8,308.9,1466,44.1,184,0,0,0,0,0
1038,1,298.8,308.9,1527,32.4,189,0,0,0,0,0
1039,1,298.9,309.0,1410,65.7,191,0,0,1,1,0
7026,2,298.9,309.0,1924,22.6,193,0,0,0,0,0
1040,1,298.9,309.1,1452,45.5,196,0,0,0,0,0
1041,1,298.9,309.1,1369,44.4,198,0,0,0,0,0
1042,1,299.0,309.1,1592,35.0,200,0,0,0,0,0
1043,1,298.9,309.0,1601,32.3,202,0,0,0,0,0
1044,1,298.8,308.9,1379,46.7,204,0,0,0,0,0
1045,1,298.8,308.9,1461,47.9,206,0,0,0,0,0
1046,1,298.8,308.9,1455,41.3,208,1,0,0,0,0
1047,1,298.8,308.9,1398,51.5,0,0,0,0,0,0
1048,1,298.8,308.9,1402,37.9,2,0,0,0,0,0
10,0,298.8,308.8,1445,49.9,4,0,0,0,0,0
1049,1,298.9,308.9,1450,47.5,9,0,0,0,0,0
1050,1,298.9,308.9,1453,40.8,11,0,0,0,0,0
1051,1,299.0,309.0,1469,40.1,13,0,0,0,0,0
1052,1,298.9,308.9,1422,47.6,15,0,0,0,0,0
7027,2,299.0,309.0,1804,26.8,17,0,0,0,0,0
11,0,299.0,309.0,1436,43.9,20,0,0,0,0,0
1053,1,299.0,309.0,1544,31.8,25,0,0,0,0,0
7028,2,299.0,309.0,1419,45.2,27,0,0,0,0,0
7029,2,298.9,308.9,1487,39.5,30,0,0,0,0,0
1054,1,298.9,308.9,1753,25.8,33,0,0,0,0,0
1055,1,298.9,308.9,1830,24.9,35,0,0,0,0,0
7030,2,298.9,308.9,1727,27.1,37,0,0,0,0,0
1056,1,299.1,309.0,1450,43.0,40,0,0,0,0,0
1057,1,299.0,308.9,1622,31.9,42,0,0,0,0,0
7031,2,299.0,309.0,1351,52.2,44,0,0,0,0,0
7032,2,299.0,309.0,1575,35.3,47,0,0,0,0,0
7033,2,298.9,308.9,1750,29.9,50,0,0,0,0,0
1058,1,298.9,308.8,1529,32.7,53,0,0,0,0,0
1059,1,298.8,308.8,1523,44.4,55,0,0,0,0,0
1060,1,298.8,308.9,1852,25.0,57,0,0,0,0,0
1061,1,298.8,308.8,1991,20.7,59,0,0,0,0,0
1062,1,298.8,308.8,1555,40.6,61,0,0,0,0,0
7034,2,298.8,308.8,1441,40.5,63,0,0,0,0,0
1063,1,298.8,308.7,1450,43.4,66,0,0,0,0,0
1064,1,298.8,308.7,1591,31.1,68,0,0,0,0,0
1065,1,298.8,308.7,1445,48.5,70,0,0,0,0,0
7035,2,298.8,308.8,1497,46.8,72,0,0,0,0,0
12,0,298.9,308.8,1621,32.7,75,0,0,0,0,0
1066,1,298.9,308.7,1572,34.1,80,0,0,0,0,0
1067,1,298.8,308.6,1872,22.5,82,0,0,0,0,0
13,0,298.7,308.6,1499,43.5,84,0,0,0,0,0
7036,2,298.8,308.7,1498,39.5,89,0,0,0,0,0
7037,2,298.8,308.6,1486,41.9,92,0,0,0,0,0
1068,1,298.8,308.6,1680,29.4,95,0,0,0,0,0
1069,1,298.8,308.6,1431,45.7,97,0,0,0,0,0
1070,1,298.9,308.7,1564,34.1,99,0,0,0,0,0
1071,1,298.8,308.6,1599,33.0,101,0,0,0,0,0
7038,2,298.8,308.6,1707,28.1,103,0,0,0,0,0
1072,1,298.7,308.5,1467,40.7,106,0,0,0,0,0
1073,1,298.9,308.7,1433,44.7,108,0,0,0,0,0
1074,1,298.9,308.7,1558,41.2,110,0,0,0,0,0
1075,1,299.0,308.8,1310,50.7,112,0,0,0,0,0
1076,1,298.9,308.7,1546,43.4,114,0,0,0,0,0
1077,1,298.9,308.7,1727,29.4,116,0,0,0,0,0
1078,1,298.9,308.6,1560,32.2,118,0,0,0,0,0
1079,1,299.0,308.6,1329,60.5,120,0,0,0,0,0
1080,1,298.9,308.6,1413,46.5,122,0,0,0,0,0
1081,1,299.0,308.6,1587,38.6,124,0,0,0,0,0
1082,1,298.9,308.5,1559,34.3,126,0,0,0,0,0
1083,1,298.8,308.4,1473,41.1,128,0,0,0,0,0
1084,1,298.8,308.4,1737,27.7,130,0,0,0,0,0
7039,2,298.7,308.4,1441,43.2,132,0,0,0,0,0
7040,2,298.7,308.4,1430,49.6,135,0,0,0,0,0
1085,1,298.8,308.4,1369,53.0,138,0,0,0,0,0
7041,2,298.8,308.5,1711,28.5,140,0,0,0,0,0
14,0,298.7,308.5,1420,45.7,143,0,0,0,0,0
1086,1,298.7,308.6,1297,55.3,148,0,0,0,0,0
15,0,298.8,308.6,1449,49.4,150,0,0,0,0,0
1087,1,298.8,308.6,1268,55.8,155,0,0,0,0,0
1088,1,298.8,308.6,1511,36.1,157,0,0,0,0,0
1089,1,298.7,308.5,1544,35.2,159,0,0,0,0,0
7042,2,298.6,308.4,1778,28.2,161,0,0,0,0,0
16,0,298.6,308.4,1407,50.5,164,0,0,0,0,0
7043,2,298.6,308.4,1391,42.4,169,0,0,0,0,0
1090,1,298.5,308.4,1513,33.6,172,0,0,0,0,0
17,0,298.5,308.4,1612,36.1,174,0,0,0,0,0
1091,1,298.4,308.4,1515,40.1,179,0,0,0,0,0
7044,2,298.3,308.3,1379,48.0,181,0,0,0,0,0
1092,1,298.4,308.3,1473,39.9,184,0,0,0,0,0
1093,1,298.4,308.3,1422,42.7,186,0,0,0,0,0
7045,2,298.4,308.2,1463,37.6,188,0,0,0,0,0
7046,2,298.4,308.2,1584,41.0,191,0,0,0,0,0
1094,1,298.4,308.2,1850,27.0,194,0,0,0,0,0
1095,1,298.4,308.2,1528,36.2,196,0,0,0,0,0
18,0,298.4,308.2,1987,19.8,198,0,0,0,0,0
7047,2,298.4,308.1,1495,46.0,203,0,0,0,0,0
19,0,298.4,308.2,1478,43.5,206,0,0,0,0,0
7048,2,298.4,308.2,1499,40.0,211,0,0,0,0,0
1096,1,298.4,308.2,1471,47.0,214,0,0,0,0,0
1097,1,298.4,308.2,1282,60.7,216,0,0,0,1,0
1098,1,298.3,308.1,1412,52.3,218,0,0,0,1,0
1099,1,298.3,308.1,1586,35.5,0,0,0,0,0,0
7049,2,298.4,308.2,1468,43.8,2,0,0,0,0,0
7050,2,298.5,308.3,1440,43.6,5,0,0,0,0,0
1100,1,298.5,308.4,1733,26.0,8,0,0,0,0,0
20,0,298.4,308.2,1612,32.6,10,0,0,0,0,0
21,0,298.4,308.3,1458,42.9,15,0,0,0,0,0
1101,1,298.4,308.3,1433,62.3,20,0,0,1,0,0
1102,1,298.4,308.3,1318,59.1,22,0,0,0,0,0
7051,2,298.4,308.2,1610,35.0,24,0,0,0,0,0
1103,1,298.2,308.1,1462,50.8,27,0,0,0,0,0
7052,2,298.1,308.0,1924,20.8,29,0,0,0,0,0
7053,2,298.2,308.0,1591,33.7,32,0,0,0,0,0
1104,1,298.2,308.1,1306,58.3,35,0,0,0,0,0
1105,1,298.2,308.1,1382,43.5,37,0,0,0,0,0
1106,1,298.2,308.1,1618,34.7,39,0,0,0,0,0
1107,1,298.2,308.2,1988,21.4,41,0,0,0,0,0
1108,1,298.2,308.2,1436,50.2,43,0,0,0,0,0
1109,1,298.2,308.3,1304,49.8,45,0,0,0,0,0
1110,1,298.2,308.3,1475,49.9,47,0,0,0,0,0
22,0,298.2,308.3,1824,24.2,49,0,0,0,0,0
7054,2,298.1,308.2,1342,48.1,54,0,0,0,0,0
1111,1,298.1,308.2,1485,40.7,57,0,0,0,0,0
1112,1,298.2,308.2,1667,30.6,59,0,0,0,0,0
1113,1,298.2,308.2,1446,38.2,61,0,0,0,0,0
1114,1,298.1,308.3,1301,56.0,63,0,0,0,0,0
1115,1,298.2,308.4,1379,43.1,65,0,0,0,0,0
1116,1,298.3,308.5,1606,33.6,67,0,0,0,0,0
7055,2,298.3,308.4,1539,43.4,69,0,0,0,0,0
1117,1,298.2,308.4,1477,49.9,72,0,0,0,0,0
1118,1,298.2,308.4,1666,34.6,74,0,0,0,0,0
23,0,298.2,308.4,1398,51.8,76,0,0,0,0,0
24,0,298.2,308.4,1678,34.6,81,0,0,0,0,0
7056,2,298.2,308.5,2678,10.7,86,0,0,1,0,0
1119,1,298.3,308.5,1453,42.9,89,0,0,0,0,0
25,0,298.3,308.6,1432,49.5,91,0,0,0,0,0
7057,2,298.4,308.6,1527,40.9,96,0,0,0,0,0
1120,1,298.4,308.7,1588,35.0,99,0,0,0,0,0
1121,1,298.4,308.6,1433,47.1,101,0,0,0,0,0
1122,1,298.4,308.6,1609,35.0,103,0,0,0,0,0
1123,1,298.3,308.5,1575,41.2,105,0,0,0,0,0
7058,2,298.4,308.5,1636,35.7,107,0,0,0,0,0
1124,1,298.4,308.5,1490,37.9,110,0,0,0,0,0
1125,1,298.4,308.5,1741,32.8,112,0,0,0,0,0
7059,2,298.5,308.6,1344,53.0,114,0,0,0,0,0
1126,1,298.5,308.7,1609,35.3,117,0,0,0,0,0
7060,2,298.4,308.7,1421,60.7,119,0,0,1,0,0
1127,1,298.4,308.6,1591,36.7,122,0,0,0,0,0
1128,1,298.4,308.6,1477,44.0,124,0,0,0,0,0
1129,1,298.4,308.7,1523,36.1,126,0,0,0,0,0
1130,1,298.5,308.7,1575,33.9,128,0,0,0,0,0
26,0,298.4,308.7,1344,52.9,130,0,0,0,0,0
1131,1,298.4,308.7,1386,44.9,135,0,0,0,0,0
7061,2,298.3,308.6,1589,37.1,137,0,0,0,0,0
1132,1,298.3,308.6,1548,40.3,140,0,0,0,0,0
1133,1,298.3,308.6,1499,38.3,142,0,0,0,0,0
1134,1,298.3,308.5,1664,31.6,144,0,0,0,0,0
1135,1,298.3,308.6,1447,38.1,146,0,0,0,0,0
7062,2,298.3,308.5,1434,46.2,148,0,0,0,0,0
1136,1,298.3,308.5,1416,52.7,151,0,0,0,0,0
27,0,298.4,308.5,1827,24.3,153,0,0,0,0,0
1137,1,298.4,308.6,1304,45.0,158,0,0,0,0,0
1138,1,298.4,308.6,1569,34.4,160,0,0,0,0,0
1139,1,298.3,308.6,1584,29.3,162,0,0,0,0,0
1140,1,298.3,308.5,1362,53.8,164,0,0,0,0,0
1141,1,298.3,308.4,1329,49.2,166,0,0,0,0,0
1142,1,298.3,308.5,1539,36.1,168,0,0,0,0,0
7063,2,298.3,308.5,1629,37.1,170,0,0,0,0,0
1143,1,298.3,308.5,1538,32.2,173,0,0,0,0,0
1144,1,298.3,308.6,1570,34.8,175,0,0,0,0,0
1145,1,298.3,308.4,1408,43.1,177,0,0,0,0,0
1146,1,298.2,308.4,1424,47.6,179,0,0,0,0,0
1147,1,298.2,308.4,1512,34.9,181,0,0,0,0,0
1148,1,298.2,308.4,1478,42.9,183,0,0,0,0,0
7064,2,298.1,308.3,1680,33.7,185,0,0,0,0,0
1149,1,298.1,308.3,1495,38.7,188,0,0,0,0,0
7065,2,298.0,308.1,1552,36.6,190,0,0,0,0,0
1150,1,297.9,308.1,1393,50.3,193,0,0,0,0,0
1151,1,298.0,308.2,1611,30.6,195,0,0,0,0,0
7066,2,298.0,308.1,1339,51.6,197,0,0,0,0,0
1152,1,298.0,308.1,1777,24.3,200,0,0,0,0,0
1153,1,298.0,308.2,1348,58.8,202,0,0,0,1,0
1154,1,298.0,308.2,1442,44.1,204,0,0,0,0,0
7067,2,298.0,308.2,1395,49.1,206,0,0,0,0,0
7068,2,297.9,308.1,1627,31.4,209,0,0,0,0,0
1155,1,297.9,308.1,1585,33.5,212,0,0,0,0,0
1156,1,298.0,308.2,1469,45.5,214,0,0,0,0,0
1157,1,298.0,308.3,1362,56.8,216,0,0,0,1,0
1158,1,298.0,308.3,1405,56.2,218,0,0,0,1,0
1159,1,298.0,308.3,1662,32.7,0,0,0,0,0,0
7069,2,298.0,308.2,1466,42.6,2,0,0,0,0,0
1160,1,298.0,308.2,1620,35.8,5,0,0,0,0,0
1161,1,298.0,308.2,1357,48.2,7,0,0,0,0,0
1162,1,298.0,308.2,1514,37.9,9,0,0,0,0,0
1163,1,298.0,308.2,1489,40.4,11,0,0,0,0,0
1164,1,298.1,308.3,1331,63.0,13,0,0,0,0,0
1165,1,298.0,308.0,1615,29.5,15,0,0,0,0,0
1166,1,298.1,308.2,1482,37.9,17,0,0,0,0,0
7070,2,298.1,308.2,1420,63.9,19,0,0,1,0,0
7071,2,298.2,308.3,1522,49.1,22,0,0,0,0,0
1167,1,298.1,308.2,1654,32.1,25,0,0,0,0,0
7072,2,298.1,308.2,1736,26.8,27,0,0,0,0,0
7073,2,298.0,308.1,1587,32.3,30,0,0,0,0,0
1168,1,298.1,308.2,1390,47.5,33,0,0,0,0,0
1169,1,298.0,308.1,1454,37.1,35,0,0,0,0,0
28,0,298.0,308.1,1440,43.7,37,0,0,0,0,0
1170,1,297.9,308.0,1954,21.1,42,0,0,0,0,0
29,0,297.9,308.0,1800,24.8,44,0,0,0,0,0
1171,1,298.0,308.0,1524,37.0,49,0,0,0,0,0
30,0,298.0,308.0,1520,39.6,51,0,0,0,0,0
7074,2,298.1,308.1,1452,40.8,56,0,0,0,0,0
1172,1,298.1,308.1,1484,40.4,59,0,0,0,0,0
1173,1,298.1,308.0,1426,46.0,61,0,0,0,0,0
1174,1,298.1,308.0,1652,28.5,63,0,0,0,0,0
1175,1,298.0,308.0,1401,54.7,65,0,0,0,0,0
7075,2,298.0,307.9,1750,26.6,67,0,0,0,0,0
31,0,298.0,308.0,1479,50.7,70,0,0,0,0,0
7076,2,298.0,308.0,1620,29.4,75,0,0,0,0,0
1176,1,298.0,308.1,1819,23.4,78,0,0,0,0,0
7077,2,298.1,308.1,1456,43.7,80,0,0,0,0,0
1177,1,298.1,308.0,1626,36.5,83,0,0,0,0,0
7078,2,298.1,308.1,1390,49.8,85,0,0,0,0,0
1178,1,298.2,308.2,1469,43.0,88,0,0,0,0,0
1179,1,298.2,308.3,2051,19.2,90,0,0,0,0,0
1180,1,298.2,308.3,1568,36.0,92,0,0,0,0,0
1181,1,298.2,308.3,1589,33.2,94,0,0,0,0,0
1182,1,298.2,308.3,1805,31.6,96,0,0,0,0,0
32,0,298.2,308.4,1385,42.2,98,0,0,0,0,0
1183,1,298.1,308.4,1436,46.7,103,0,0,0,0,0
1184,1,298.1,308.4,1438,45.6,105,0,0,0,0,0
1185,1,298.0,308.3,1473,42.6,107,0,0,0,0,0
1186,1,298.1,308.4,1335,40.2,109,0,0,0,0,0
33,0,298.1,308.5,1392,44.8,111,0,0,0,0,0
7079,2,298.1,308.5,1372,51.1,116,0,0,0,0,0
7080,2,298.1,308.6,1716,30.7,119,0,0,0,0,0
1187,1,298.0,308.5,1395,46.2,122,0,0,0,0,0
1188,1,298.0,308.5,1713,25.3,124,0,0,0,0,0
34,0,297.9,308.5,2129,18.7,126,0,0,0,0,0
7081,2,297.8,308.3,1567,35.6,131,0,0,0,0,0
1189,1,297.8,308.4,1622,38.3,134,0,0,0,0,0
1190,1,297.7,308.4,1740,27.1,136,0,0,0,0,0
35,0,297.8,308.4,1512,35.1,138,0,0,0,0,0
7082,2,297.8,308.4,1479,43.5,143,0,0,0,0,0
1191,1,297.8,308.4,1737,27.5,146,0,0,0,0,0
1192,1,297.8,308.4,2129,19.2,148,0,0,0,0,0
1193,1,297.8,308.4,1374,47.1,150,0,0,0,0,0
7083,2,297.8,308.4,1579,36.6,152,0,0,0,0,0
1194,1,297.9,308.5,1305,47.2,155,0,0,0,0,0
7084,2,297.9,308.5,1449,40.8,157,0,0,0,0,0
36,0,298.0,308.6,1526,41.8,160,0,0,0,0,0
7085,2,298.0,308.6,1453,44.1,165,0,0,0,0,0
1195,1,297.9,308.6,1468,36.0,168,0,0,0,0,0
1196,1,298.0,308.6,1313,50.8,170,0,0,0,0,0
7086,2,297.9,308.5,1300,53.0,172,0,0,0,0,0
1197,1,297.9,308.4,1646,40.6,175,0,0,0,0,0
1198,1,297.8,308.4,1714,33.2,177,0,0,0,0,0
1199,1,297.8,308.4,1685,28.4,179,0,0,0,0,0
1200,1,297.8,308.4,1512,39.9,181,0,0,0,0,0
1201,1,297.8,308.4,1612,32.1,183,0,0,0,0,0
37,0,297.8,308.4,1550,38.2,185,0,0,0,0,0
1202,1,297.8,308.4,1518,32.5,190,0,0,0,0,0
1203,1,297.8,308.5,1448,40.0,192,0,0,0,0,0
1204,1,297.8,308.5,1561,46.3,194,0,0,0,0,0
7087,2,297.8,308.5,1488,41.9,196,0,0,0,0,0
1205,1,297.8,308.5,1699,27.8,199,0,0,0,0,0
1206,1,297.7,308.5,1501,41.4,201,0,0,0,0,0
1207,1,297.7,308.5,1373,56.7,203,0,0,0,1,0
38,0,297.6,308.4,1703,31.4,205,0,0,0,0,0
39,0,297.7,308.5,1720,29.9,210,0,0,0,0,0
7088,2,297.6,308.4,1398,41.9,215,0,0,0,0,0
7089,2,297.6,308.4,1391,51.9,218,0,0,0,0,0
7090,2,297.6,308.3,1538,40.2,0,0,0,0,0,0
1208,1,297.5,308.2,1647,31.3,3,0,0,0,0,0
7091,2,297.5,308.1,1469,44.8,5,0,0,0,0,0
1209,1,297.4,308.1,1749,25.9,8,0,0,0,0,0
7092,2,297.6,308.2,1995,20.5,10,0,0,0,0,0
1210,1,297.6,308.3,1742,27.7,13,0,0,0,0,0
1211,1,297.5,308.2,1563,38.2,15,0,0,0,0,0
7093,2,297.5,308.2,1713,32.2,17,0,0,0,0,0
1212,1,297.4,308.1,1474,39.4,20,0,0,0,0,0
7094,2,297.4,308.2,1530,32.6,22,0,0,0,0,0
1213,1,297.4,308.2,1471,46.5,25,0,0,0,0,0
1214,1,297.5,308.3,1388,48.6,27,0,0,0,0,0
7095,2,297.5,308.2,2448,13.8,29,0,0,0,0,0
1215,1,297.5,308.3,1585,32.9,32,0,0,0,0,0
7096,2,297.5,308.3,1459,45.2,34,0,0,0,0,0
1216,1,297.5,308.3,1544,40.8,37,0,0,0,0,0
1217,1,297.6,308.3,1617,31.7,39,0,0,0,0,0
1218,1,297.6,308.3,1595,34.3,41,0,0,0,0,0
40,0,297.6,308.3,1400,44.3,43,0,0,0,0,0
7097,2,297.6,308.4,1611,31.0,48,0,0,0,0,0
7098,2,297.6,308.4,1507,46.0,51,0,0,0,0,0
41,0,297.5,308.3,1674,30.0,54,0,0,0,0,0
1219,1,297.6,308.3,1658,34.3,59,0,0,0,0,0
1220,1,297.6,308.3,1623,36.9,61,0,0,0,0,0
7099,2,297.6,308.4,1398,48.9,63,0,0,0,0,0
1221,1,297.6,308.4,1517,34.2,66,0,0,0,0,0
7100,2,297.6,308.3,1467,36.7,68,0,0,0,0,0
7101,2,297.6,308.3,1567,34.6,71,0,0,0,0,0
7102,2,297.5,308.3,1521,38.2,74,0,0,0,0,0
1222,1,297.5,308.3,1596,36.8,77,0,0,0,0,0
42,0,297.6,308.3,1640,30.9,79,0,0,0,0,0
1223,1,297.6,308.3,1438,47.8,84,0,0,0,0,0
1224,1,297.6,308.4,1407,55.2,86,0,0,0,0,0
1225,1,297.6,308.4,1353,57.5,88,0,0,0,0,0
7103,2,297.6,308.5,1552,40.9,90,0,0,0,0,0
7104,2,297.6,308.4,1569,38.3,93,0,0,0,0,0
1226,1,297.5,308.4,1489,39.5,96,0,0,0,0,0
43,0,297.5,308.4,1587,36.1,98,0,0,0,0,0
7105,2,297.5,308.3,1622,37.2,103,0,0,0,0,0
1227,1,297.5,308.4,1604,38.1,106,0,0,0,0,0
7106,2,297.4,308.3,1405,51.7,108,0,0,0,0,0
1228,1,297.4,308.3,1412,42.0,111,0,0,0,0,0
1229,1,297.4,308.3,1431,43.0,113,0,0,0,0,0
1230,1,297.4,308.2,1533,37.4,115,0,0,0,0,0
7107,2,297.4,308.2,1401,51.9,117,0,0,0,0,0
7108,2,297.4,308.2,1424,53.9,120,0,0,0,0,0
1231,1,297.3,308.2,1754,29.4,123,0,0,0,0,0
1232,1,297.3,308.2,1754,26.8,125,0,0,0,0,0
1233,1,297.5,308.3,2564,12.8,127,0,0,1,0,0
1234,1,297.5,308.5,1546,40.4,129,0,0,0,0,0
1235,1,297.5,308.5,1335,48.0,131,0,0,0,0,0
7109,2,297.5,308.6,1842,27.0,133,0,0,0,0,0
1236,1,297.5,308.5,1712,26.8,136,0,0,0,0,0
7110,2,297.6,308.6,1414,45.4,138,0,0,0,0,0
1237,1,297.6,308.7,1319,50.9,141,0,0,0,0,0
1238,1,297.7,308.7,1249,60.4,143,0,0,0,0,0
1239,1,297.6,308.7,1455,48.2,145,0,0,0,0,0
7111,2,297.6,308.7,1408,54.8,147,0,0,0,0,0
1240,1,297.6,308.7,1460,46.7,150,0,0,0,0,0
1241,1,297.6,308.6,1491,38.1,152,0,0,0,0,0
7112,2,297.6,308.5,1490,43.4,154,0,0,0,0,0
7113,2,297.5,308.4,1350,52.2,157,0,0,0,0,0
1242,1,297.5,308.4,1528,39.9,160,0,0,0,0,0
1243,1,297.4,308.3,1571,37.7,162,0,0,0,0,0
1244,1,297.4,308.3,1490,42.6,164,0,0,0,0,0
7114,2,297.4,308.3,1774,28.9,166,0,0,0,0,0
44,0,297.4,308.3,1502,43.6,169,0,0,0,0,0
1245,1,297.4,308.4,1392,49.7,174,0,0,0,0,0
1246,1,297.4,308.5,2100,16.9,176,0,0,0,0,0
1247,1,297.5,308.5,1722,30.4,178,0,0,0,0,0
1248,1,297.4,308.6,1678,32.3,180,0,0,0,0,0
1249,1,297.3,308.6,1273,59.8,182,0,0,0,0,0
1250,1,297.3,308.6,1297,45.9,184,0,0,0,0,0
1251,1,297.3,308.5,1350,57.6,186,0,0,0,0,0
1252,1,297.4,308.6,1439,51.9,188,0,0,0,0,0
7115,2,297.4,308.5,1600,42.1,190,0,0,0,0,0
7116,2,297.4,308.6,1434,44.4,193,0,0,0,0,0
1253,1,297.4,308.6,1459,41.3,196,0,0,0,0,0
7117,2,297.5,308.6,1472,44.9,198,0,0,0,0,0
1254,1,297.5,308.7,1429,44.3,201,0,0,0,0,0
1255,1,297.5,308.6,1388,48.2,203,0,0,0,0,0
1256,1,297.4,308.4,1573,34.5,205,0,0,0,0,0
1257,1,297.4,308.4,1588,32.5,207,0,0,0,0,0
1258,1,297.5,308.4,1511,42.8,209,0,0,0,0,0
1259,1,297.4,308.5,1495,37.8,211,0,0,0,0,0
1260,1,297.4,308.4,1394,50.1,213,0,0,0,0,0
1261,1,297.4,308.4,2151,17.7,0,0,0,0,0,0
7118,2,297.3,308.3,1501,38.2,2,0,0,0,0,0
7119,2,297.3,308.3,1301,39.6,5,0,0,0,0,0
7120,2,297.3,308.3,1657,31.1,8,0,0,0,0,0
1262,1,297.3,308.3,1333,55.2,11,0,0,0,0,0
1263,1,297.3,308.3,1484,43.9,13,0,0,0,0,0
1264,1,297.3,308.4,1430,45.7,15,0,0,0,0,0
7121,2,297.3,308.4,1665,28.9,17,0,0,0,0,0
1265,1,297.4,308.5,1501,44.9,20,0,0,0,0,0
7122,2,297.5,308.5,1496,42.2,22,0,0,0,0,0
7123,2,297.6,308.6,1595,36.9,25,0,0,0,0,0
1266,1,297.5,308.6,1208,62.3,28,0,0,0,0,0
1267,1,297.5,308.6,1596,37.1,30,0,0,0,0,0
1268,1,297.5,308.5,1446,41.9,32,0,0,0,0,0
7124,2,297.6,308.5,1466,39.7,34,0,0,0,0,0
7125,2,297.6,308.5,1848,23.7,37,0,0,0,0,0
